Network,School ID,School,Total,White No,White Pct,African American No,African American Pct,Asian/Pac Islander No,Asian/Pac Islander Pct,Native American/Alaskan No,Native American/Alaskan Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian Pac Islander No,Hawaiian Pac Islander Pct,Na No,Na Pct,,,
ES Network - Fulton,609812,Brown W.,214,0,0.0,203,94.9,0,0.0,2,0.9,6,2.8,0,0.0,0,0.0,1,0.5,2,0.9,,,
ES Network - Fulton,609828,Burr,350,123,35.1,28,8.0,0,0.0,0,0.0,186,53.1,12,3.4,1,0.3,0,0.0,0,0.0,,,
ES Network - Fulton,609854,Chopin,267,9,3.4,22,8.2,0,0.0,2,0.7,211,79.0,0,0.0,2,0.7,3,1.1,18,6.7,,,
ES Network - Fulton,609863,Columbus,298,169,56.7,17,5.7,0,0.0,1,0.3,106,35.6,5,1.7,0,0.0,0,0.0,0,0.0,,,
ES Network - Fulton,610313,De Diego,807,16,2.0,82,10.2,0,0.0,4,0.5,681,84.4,6,0.7,8,1.0,0,0.0,10,1.2,,,
ES Network - Fulton,610252,Dett,202,1,0.5,199,98.5,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Fulton,610009,Galileo Magnet,603,49,8.1,128,21.2,0,0.0,1,0.2,381,63.2,16,2.7,24,4.0,3,0.5,1,0.2,,,
ES Network - Fulton,609989,Herbert,355,0,0.0,326,91.8,0,0.0,0,0.0,12,3.4,7,2.0,2,0.6,0,0.0,8,2.3,,,
ES Network - Fulton,610121,Irving,451,14,3.1,293,65.0,0,0.0,1,0.2,126,27.9,6,1.3,10,2.2,0,0.0,1,0.2,,,
ES Network - Fulton,610060,Jackson A. Magnet,561,135,24.1,130,23.2,4,0.7,2,0.4,146,26.0,16,2.9,124,22.1,0,0.0,4,0.7,,,
ES Network - Fulton,610023,King EL,284,1,0.4,219,77.1,0,0.0,0,0.0,51,18.0,0,0.0,1,0.4,0,0.0,12,4.2,,,
ES Network - Fulton,610031,Lafayette,470,11,2.3,160,34.0,0,0.0,2,0.4,287,61.1,8,1.7,2,0.4,0,0.0,0,0.0,,,
ES Network - Fulton,610520,LaSalle II Magnet,630,169,26.8,135,21.4,0,0.0,2,0.3,289,45.9,14,2.2,19,3.0,1,0.2,1,0.2,,,
ES Network - Fulton,610029,Lozano Bilingual,311,12,3.9,17,5.5,0,0.0,1,0.3,281,90.4,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Fulton,610073,Mitchell,345,67,19.4,36,10.4,0,0.0,5,1.4,222,64.3,5,1.4,3,0.9,4,1.2,3,0.9,,,
ES Network - Fulton,610075,Montefiore,27,0,0.0,20,74.1,0,0.0,0,0.0,7,25.9,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Fulton,610076,Moos,429,10,2.3,43,10.0,0,0.0,2,0.5,365,85.1,1,0.2,6,1.4,0,0.0,2,0.5,,,
ES Network - Fulton,610085,Nr North SPED Ctr,90,3,3.3,61,67.8,0,0.0,0,0.0,25,27.8,1,1.1,0,0.0,0,0.0,0,0.0,,,
ES Network - Fulton,610107,Otis,471,22,4.7,85,18.0,0,0.0,3,0.6,354,75.2,6,1.3,1,0.2,0,0.0,0,0.0,,,
ES Network - Fulton,610119,Peabody,266,2,0.8,59,22.2,0,0.0,1,0.4,201,75.6,2,0.8,0,0.0,0,0.0,1,0.4,,,
ES Network - Fulton,610229,Pritzker,676,169,25.0,232,34.3,0,0.0,1,0.1,216,32.0,31,4.6,23,3.4,2,0.3,2,0.3,,,
ES Network - Fulton,610320,Roque De Duprey,92,3,3.3,27,29.3,0,0.0,0,0.0,62,67.4,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Fulton,610308,Rudolph Lrng Ctr,96,5,5.2,36,37.5,0,0.0,0,0.0,49,51.0,2,2.1,1,1.0,0,0.0,3,3.1,,,
ES Network - Fulton,610342,Sabin Magnet,602,8,1.3,90,15.0,0,0.0,7,1.2,485,80.6,6,1.0,4,0.7,0,0.0,2,0.3,,,
ES Network - Fulton,610177,Skinner Classical,846,153,18.1,329,38.9,4,0.5,4,0.5,102,12.1,22,2.6,156,18.4,2,0.2,74,8.7,,,
ES Network - Fulton,610180,Smyth J.,473,4,0.8,440,93.0,0,0.0,0,0.0,17,3.6,1,0.2,3,0.6,1,0.2,7,1.5,,,
ES Network - Fulton,610548,STEM Elementary,292,54,18.5,97,33.2,0,0.0,1,0.3,78,26.7,7,2.4,50,17.1,2,0.7,3,1.0,,,
ES Network - Fulton,610405,Suder Montessori,388,68,17.5,220,56.7,0,0.0,1,0.3,62,16.0,15,3.9,19,4.9,0,0.0,3,0.8,,,
ES Network - Fulton,610197,Talcott,558,41,7.3,43,7.7,0,0.0,1,0.2,447,80.1,13,2.3,5,0.9,0,0.0,8,1.4,,,
ES Network - Fulton,610210,Von Humboldt,362,2,0.6,163,45.0,0,0.0,2,0.6,179,49.4,0,0.0,0,0.0,1,0.3,15,4.1,,,
ES Network - Garfield-Humboldt,609797,Beidler,434,0,0.0,421,97.0,0,0.0,1,0.2,12,2.8,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,610243,Calhoun North,314,0,0.0,312,99.4,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,609835,Cameron,835,6,0.7,307,36.8,0,0.0,0,0.0,517,61.9,3,0.4,0,0.0,1,0.1,1,0.1,,,
ES Network - Garfield-Humboldt,610021,Casals,463,4,0.9,233,50.3,0,0.0,0,0.0,220,47.5,6,1.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,610251,Cather,237,0,0.0,230,97.0,0,0.0,0,0.0,6,2.5,0,0.0,0,0.0,0,0.0,1,0.4,,,
ES Network - Garfield-Humboldt,609881,Delano,395,0,0.0,390,98.7,0,0.0,0,0.0,5,1.3,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,609907,Ericson Magnet,510,0,0.0,499,97.8,0,0.0,0,0.0,4,0.8,0,0.0,1,0.2,0,0.0,6,1.2,,,
ES Network - Garfield-Humboldt,610055,Faraday,184,0,0.0,181,98.4,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,2,1.1,,,
ES Network - Garfield-Humboldt,400095,Garfield Park Prep Acad,154,0,0.0,150,97.4,0,0.0,0,0.0,3,1.9,1,0.6,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,610348,Goldblatt,236,0,0.0,230,97.5,0,0.0,0,0.0,5,2.1,1,0.4,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,609954,Gregory,330,0,0.0,324,98.2,0,0.0,0,0.0,3,0.9,1,0.3,0,0.0,0,0.0,2,0.6,,,
ES Network - Garfield-Humboldt,609985,Hefferan,251,0,0.0,245,97.6,0,0.0,2,0.8,2,0.8,0,0.0,1,0.4,0,0.0,1,0.4,,,
ES Network - Garfield-Humboldt,610271,Jensen Magnet,349,0,0.0,334,95.7,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,13,3.7,,,
ES Network - Garfield-Humboldt,609925,Kellman,274,0,0.0,260,94.9,0,0.0,0,0.0,5,1.8,3,1.1,0,0.0,1,0.4,5,1.8,,,
ES Network - Garfield-Humboldt,610044,Lowell,568,15,2.6,146,25.7,0,0.0,0,0.0,404,71.1,0,0.0,0,0.0,0,0.0,3,0.5,,,
ES Network - Garfield-Humboldt,610241,Marconi,233,0,0.0,233,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,610293,Melody,293,0,0.0,285,97.3,0,0.0,0,0.0,2,0.7,1,0.3,0,0.0,0,0.0,5,1.7,,,
ES Network - Garfield-Humboldt,610098,Nobel,848,2,0.2,128,15.1,0,0.0,6,0.7,704,83.0,4,0.5,0,0.0,0,0.0,4,0.5,,,
ES Network - Garfield-Humboldt,610106,Piccolo,513,2,0.4,315,61.4,0,0.0,1,0.2,192,37.4,2,0.4,0,0.0,1,0.2,0,0.0,,,
ES Network - Garfield-Humboldt,610154,Ryerson,399,0,0.0,388,97.2,0,0.0,1,0.3,10,2.5,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,610192,Stowe,806,9,1.1,56,6.9,0,0.0,7,0.9,724,89.8,3,0.4,0,0.0,0,0.0,7,0.9,,,
ES Network - Garfield-Humboldt,610194,Sumner,375,0,0.0,361,96.3,0,0.0,0,0.0,5,1.3,0,0.0,1,0.3,0,0.0,8,2.1,,,
ES Network - Garfield-Humboldt,610202,Tilton,303,0,0.0,300,99.0,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,0,0.0,1,0.3,,,
ES Network - Garfield-Humboldt,610133,Ward L.,398,4,1.0,382,96.0,0,0.0,0,0.0,11,2.8,1,0.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Garfield-Humboldt,610221,Webster,338,0,0.0,293,86.7,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,43,12.7,,,
ES Network - Garfield-Humboldt,610100,West Park,680,4,0.6,210,30.9,0,0.0,1,0.1,463,68.1,1,0.1,0,0.0,0,0.0,1,0.1,,,
ES Network - Lake Calumet,609772,Addams,901,26,2.9,11,1.2,0,0.0,0,0.0,857,95.1,4,0.4,1,0.1,0,0.0,2,0.2,,,
ES Network - Lake Calumet,609848,Aldridge,250,0,0.0,247,98.8,0,0.0,0,0.0,3,1.2,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,609811,Bright,307,1,0.3,198,64.5,0,0.0,0,0.0,88,28.7,2,0.7,0,0.0,0,0.0,18,5.9,,,
ES Network - Lake Calumet,610091,Brown R.,289,0,0.0,285,98.6,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,1,0.3,,,
ES Network - Lake Calumet,609821,Burnham,268,0,0.0,266,99.3,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,609845,Carver Elementary,527,1,0.2,519,98.5,0,0.0,0,0.0,5,0.9,1,0.2,0,0.0,0,0.0,1,0.2,,,
ES Network - Lake Calumet,609856,Clay,617,74,12.0,57,9.2,0,0.0,3,0.5,464,75.2,15,2.4,4,0.6,0,0.0,0,0.0,,,
ES Network - Lake Calumet,610199,Colemon J.,272,0,0.0,258,94.9,0,0.0,0,0.0,14,5.1,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,610364,DuBois,174,2,1.1,161,92.5,0,0.0,0,0.0,7,4.0,3,1.7,0,0.0,1,0.6,0,0.0,,,
ES Network - Lake Calumet,609935,Gallistel Magnet,"1,393",13,0.9,24,1.7,0,0.0,10,0.7,"1,344",96.5,2,0.1,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,609943,Gompers,246,0,0.0,245,99.6,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,609944,Grissom,326,79,24.2,17,5.2,0,0.0,3,0.9,225,69.0,2,0.6,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,610295,Higgins,383,0,0.0,379,99.0,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,2,0.5,,,
ES Network - Lake Calumet,610045,Lawrence,398,0,0.0,389,97.7,0,0.0,0,0.0,5,1.3,3,0.8,0,0.0,0,0.0,1,0.3,,,
ES Network - Lake Calumet,610054,Marsh,850,9,1.1,41,4.8,0,0.0,4,0.5,791,93.1,2,0.2,0,0.0,1,0.1,2,0.2,,,
ES Network - Lake Calumet,609902,Metcalfe,452,0,0.0,452,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,609932,Owens,328,0,0.0,322,98.2,0,0.0,0,0.0,6,1.8,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,610132,Poe Classical,193,3,1.6,181,93.8,0,0.0,0,0.0,7,3.6,2,1.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,610139,Pullman,257,0,0.0,192,74.7,0,0.0,0,0.0,60,23.3,1,0.4,0,0.0,0,0.0,4,1.6,,,
ES Network - Lake Calumet,610178,Schmid,187,0,0.0,174,93.0,0,0.0,1,0.5,9,4.8,1,0.5,0,0.0,0,0.0,2,1.1,,,
ES Network - Lake Calumet,609978,Smith W.,339,2,0.6,332,97.9,0,0.0,0,0.0,3,0.9,1,0.3,0,0.0,0,0.0,1,0.3,,,
ES Network - Lake Calumet,610160,Songhai,317,1,0.3,304,95.9,0,0.0,0,0.0,11,3.5,1,0.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,610198,Taylor,604,7,1.2,59,9.8,0,0.0,6,1.0,532,88.1,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,610219,Washington G.,829,71,8.6,14,1.7,0,0.0,9,1.1,727,87.7,3,0.4,3,0.4,0,0.0,2,0.2,,,
ES Network - Lake Calumet,610224,West Pullman,301,0,0.0,296,98.3,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,2,0.7,,,
ES Network - Lake Calumet,610225,Whistler,324,1,0.3,321,99.1,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Lake Calumet,610315,White,137,0,0.0,129,94.2,0,0.0,0,0.0,1,0.7,0,0.0,0,0.0,0,0.0,7,5.1,,,
ES Network - Midway,610287,Ashburn,461,2,0.4,385,83.5,0,0.0,0,0.0,63,13.7,10,2.2,1,0.2,0,0.0,0,0.0,,,
ES Network - Midway,610544,Azuela,935,27,2.9,12,1.3,0,0.0,6,0.6,882,94.3,3,0.3,2,0.2,0,0.0,3,0.3,,,
ES Network - Midway,610087,Blair,147,32,21.8,32,21.8,0,0.0,1,0.7,78,53.1,0,0.0,3,2.0,1,0.7,0,0.0,,,
ES Network - Midway,609832,Byrne,664,286,43.1,5,0.8,0,0.0,2,0.3,366,55.1,5,0.8,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,609839,Carroll,557,1,0.2,527,94.6,0,0.0,1,0.2,26,4.7,1,0.2,0,0.0,1,0.2,0,0.0,,,
ES Network - Midway,609842,Carson,"1,247",5,0.4,45,3.6,0,0.0,16,1.3,"1,179",94.5,2,0.2,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,609855,Christopher,290,19,6.6,68,23.4,0,0.0,3,1.0,199,68.6,0,0.0,0,0.0,0,0.0,1,0.3,,,
ES Network - Midway,610347,Claremont,507,1,0.2,480,94.7,0,0.0,0,0.0,23,4.5,0,0.0,0,0.0,3,0.6,0,0.0,,,
ES Network - Midway,609879,Dawes,"1,051",12,1.1,216,20.6,0,0.0,11,1.0,799,76.0,3,0.3,3,0.3,2,0.2,5,0.5,,,
ES Network - Midway,609893,Dore,640,229,35.8,18,2.8,0,0.0,1,0.2,376,58.8,3,0.5,6,0.9,2,0.3,5,0.8,,,
ES Network - Midway,610352,Durkin Park,585,37,6.3,73,12.5,0,0.0,6,1.0,462,79.0,4,0.7,0,0.0,0,0.0,3,0.5,,,
ES Network - Midway,609898,Eberhart,"1,694",38,2.2,83,4.9,0,0.0,4,0.2,"1,564",92.3,5,0.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,609903,Edwards,"1,506",54,3.6,7,0.5,0,0.0,12,0.8,"1,424",94.6,2,0.1,4,0.3,3,0.2,0,0.0,,,
ES Network - Midway,610057,Fairfield,592,2,0.3,230,38.9,0,0.0,7,1.2,350,59.1,3,0.5,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,609956,Grimes,476,76,16.0,4,0.8,0,0.0,0,0.0,387,81.3,3,0.6,4,0.8,0,0.0,2,0.4,,,
ES Network - Midway,609960,Hale,881,260,29.5,2,0.2,0,0.0,10,1.1,590,67.0,6,0.7,11,1.2,2,0.2,0,0.0,,,
ES Network - Midway,609807,Hampton,645,3,0.5,310,48.1,0,0.0,7,1.1,316,49.0,6,0.9,0,0.0,0,0.0,3,0.5,,,
ES Network - Midway,609981,Hearst,363,2,0.6,162,44.6,0,0.0,0,0.0,194,53.4,5,1.4,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,610532,Hernandez,990,10,1.0,26,2.6,0,0.0,4,0.4,948,95.8,1,0.1,0,0.0,0,0.0,1,0.1,,,
ES Network - Midway,610006,Hurley,849,5,0.6,10,1.2,0,0.0,0,0.0,834,98.2,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,610026,Kinzie,703,219,31.2,25,3.6,0,0.0,5,0.7,451,64.2,3,0.4,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,610291,Lee,876,24,2.7,10,1.1,0,0.0,5,0.6,836,95.4,0,0.0,0,0.0,0,0.0,1,0.1,,,
ES Network - Midway,610053,Marquette,"1,332",14,1.1,528,39.6,0,0.0,4,0.3,736,55.3,3,0.2,0,0.0,0,0.0,47,3.5,,,
ES Network - Midway,610067,McKay,845,2,0.2,720,85.2,0,0.0,4,0.5,113,13.4,3,0.4,0,0.0,2,0.2,1,0.1,,,
ES Network - Midway,610077,Morrill,836,2,0.2,358,42.8,0,0.0,0,0.0,418,50.0,6,0.7,0,0.0,0,0.0,52,6.2,,,
ES Network - Midway,610096,Nightingale,"1,399",11,0.8,7,0.5,0,0.0,3,0.2,"1,378",98.5,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,610109,Owen Magnet,240,3,1.3,212,88.3,0,0.0,1,0.4,17,7.1,6,2.5,0,0.0,1,0.4,0,0.0,,,
ES Network - Midway,610117,Pasteur,"1,237",56,4.5,9,0.7,0,0.0,12,1.0,"1,134",91.7,9,0.7,13,1.1,2,0.2,2,0.2,,,
ES Network - Midway,610120,Peck,"1,564",39,2.5,7,0.4,0,0.0,9,0.6,"1,503",96.1,2,0.1,4,0.3,0,0.0,0,0.0,,,
ES Network - Midway,610226,Sandoval,"1,208",21,1.7,15,1.2,0,0.0,3,0.2,"1,165",96.4,0,0.0,2,0.2,0,0.0,2,0.2,,,
ES Network - Midway,610157,Sawyer,"1,887",22,1.2,13,0.7,0,0.0,4,0.2,"1,847",97.9,1,0.1,0,0.0,0,0.0,0,0.0,,,
ES Network - Midway,610185,Stevenson,"1,275",65,5.1,78,6.1,0,0.0,9,0.7,"1,115",87.5,3,0.2,3,0.2,1,0.1,1,0.1,,,
ES Network - Midway,610249,Talman,382,0,0.0,4,1.0,0,0.0,0,0.0,374,97.9,0,0.0,0,0.0,0,0.0,4,1.0,,,
ES Network - Midway,610203,Tonti,979,7,0.7,34,3.5,0,0.0,4,0.4,930,95.0,3,0.3,1,0.1,0,0.0,0,0.0,,,
ES Network - Midway,610206,Twain,"1,198",267,22.3,10,0.8,0,0.0,0,0.0,908,75.8,8,0.7,5,0.4,0,0.0,0,0.0,,,
ES Network - O'Hare,610212,Albany Park Middle,269,18,6.7,12,4.5,0,0.0,0,0.0,213,79.2,3,1.1,23,8.6,0,0.0,0,0.0,,,
ES Network - O'Hare,609792,Bateman,"1,039",91,8.8,28,2.7,0,0.0,5,0.5,769,74.0,5,0.5,50,4.8,1,0.1,90,8.7,,,
ES Network - O'Hare,610083,Beard,160,57,35.6,11,6.9,0,0.0,1,0.6,70,43.8,5,3.1,13,8.1,0,0.0,3,1.9,,,
ES Network - O'Hare,609796,Beaubien,"1,165",427,36.7,19,1.6,1,0.1,5,0.4,484,41.5,55,4.7,165,14.2,4,0.3,5,0.4,,,
ES Network - O'Hare,609798,Belding,665,235,35.3,46,6.9,0,0.0,5,0.8,321,48.3,13,2.0,32,4.8,7,1.1,6,0.9,,,
ES Network - O'Hare,609810,Bridge,"1,030",533,51.7,9,0.9,0,0.0,2,0.2,442,42.9,19,1.8,25,2.4,0,0.0,0,0.0,,,
ES Network - O'Hare,609836,Canty,799,424,53.1,10,1.3,0,0.0,3,0.4,308,38.5,26,3.3,27,3.4,1,0.1,0,0.0,,,
ES Network - O'Hare,609857,Cleveland,716,40,5.6,31,4.3,1,0.1,10,1.4,572,79.9,7,1.0,36,5.0,3,0.4,16,2.2,,,
ES Network - O'Hare,609884,Dever,844,406,48.1,18,2.1,0,0.0,3,0.4,368,43.6,13,1.5,34,4.0,1,0.1,1,0.1,,,
ES Network - O'Hare,609874,Dirksen,785,542,69.0,24,3.1,0,0.0,3,0.4,100,12.7,8,1.0,60,7.6,0,0.0,48,6.1,,,
ES Network - O'Hare,610515,Disney II Magnet,415,195,47.0,37,8.9,0,0.0,2,0.5,148,35.7,9,2.2,21,5.1,1,0.2,2,0.5,,,
ES Network - O'Hare,609899,Ebinger,704,514,73.0,3,0.4,1,0.1,1,0.1,134,19.0,20,2.8,29,4.1,2,0.3,0,0.0,,,
ES Network - O'Hare,609901,Edgebrook,494,330,66.8,13,2.6,0,0.0,2,0.4,76,15.4,14,2.8,52,10.5,7,1.4,0,0.0,,,
ES Network - O'Hare,609794,Edison,269,145,53.9,8,3.0,2,0.7,0,0.0,45,16.7,20,7.4,47,17.5,2,0.7,0,0.0,,,
ES Network - O'Hare,610523,Edison Park,453,331,73.1,2,0.4,1,0.2,1,0.2,90,19.9,2,0.4,22,4.9,2,0.4,2,0.4,,,
ES Network - O'Hare,609912,Farnsworth,597,258,43.2,13,2.2,0,0.0,1,0.2,253,42.4,10,1.7,59,9.9,0,0.0,3,0.5,,,
ES Network - O'Hare,609937,Garvy J.,772,466,60.4,6,0.8,0,0.0,2,0.3,206,26.7,16,2.1,69,8.9,1,0.1,6,0.8,,,
ES Network - O'Hare,609949,Gray,"1,285",148,11.5,20,1.6,0,0.0,7,0.5,"1,064",82.8,13,1.0,30,2.3,0,0.0,3,0.2,,,
ES Network - O'Hare,609972,Haugan,"1,268",73,5.8,48,3.8,0,0.0,7,0.6,"1,050",82.8,11,0.9,69,5.4,4,0.3,6,0.5,,,
ES Network - O'Hare,609988,Henry,653,22,3.4,24,3.7,0,0.0,6,0.9,525,80.4,6,0.9,21,3.2,4,0.6,45,6.9,,,
ES Network - O'Hare,609994,Hibbard,"1,214",65,5.4,73,6.0,0,0.0,6,0.5,934,76.9,18,1.5,113,9.3,1,0.1,4,0.3,,,
ES Network - O'Hare,609995,Hitch,554,232,41.9,8,1.4,0,0.0,2,0.4,235,42.4,16,2.9,60,10.8,0,0.0,1,0.2,,,
ES Network - O'Hare,610321,Marshall Middle,431,16,3.7,22,5.1,0,0.0,2,0.5,376,87.2,3,0.7,9,2.1,2,0.5,1,0.2,,,
ES Network - O'Hare,610089,Murphy,602,71,11.8,15,2.5,0,0.0,2,0.3,487,80.9,12,2.0,13,2.2,1,0.2,1,0.2,,,
ES Network - O'Hare,610354,North River,373,8,2.1,6,1.6,0,0.0,3,0.8,339,90.9,3,0.8,9,2.4,1,0.3,4,1.1,,,
