Network,School ID,School,Total,White No,White Pct,African American No,African American Pct,Asian/Pac Islander No,Asian/Pac Islander Pct,Native American/Alaskan No,Native American/Alaskan Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian Pac Islander No,Hawaiian Pac Islander Pct,Na No,Na Pct,,,
Network - Alternative,610555,Banner West HS,164,0,0.0,150,91.5,0,0.0,0,0.0,12,7.3,2,1.2,0,0.0,0,0.0,0,0.0,,,
Network - Alternative,609783,Jefferson N.,240,4,1.7,207,86.3,0,0.0,1,0.4,27,11.3,0,0.0,0,0.0,0,0.0,1,0.4,,,
Network - Alternative,610552,Milburn Alternative,48,0,0.0,45,93.8,0,0.0,0,0.0,1,2.1,0,0.0,2,4.2,0,0.0,0,0.0,,,
Network - Alternative,610557,Pathways to Education HS,202,6,3.0,48,23.8,0,0.0,0,0.0,145,71.8,1,0.5,1,0.5,1,0.5,0,0.0,,,
Network - Alternative,610386,Peace & Education Alt HS,114,0,0.0,30,26.3,0,0.0,1,0.9,83,72.8,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Alternative,609750,Simpson HS,95,1,1.1,71,74.7,0,0.0,0,0.0,21,22.1,1,1.1,0,0.0,0,0.0,1,1.1,,,
Network - Alternative,610554,Summers Alternative,26,0,0.0,25,96.2,0,0.0,0,0.0,1,3.8,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Alternative,609748,York Alt HS,339,6,1.8,276,81.4,0,0.0,6,1.8,51,15.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - AUSL,610365,Bethune,377,0,0.0,373,98.9,0,0.0,1,0.3,0,0.0,3,0.8,0,0.0,0,0.0,0,0.0,,,
Network - AUSL,609806,Bradwell,788,0,0.0,779,98.9,0,0.0,1,0.1,6,0.8,1,0.1,0,0.0,0,0.0,1,0.1,,,
Network - AUSL,610248,Chicago Acad,601,149,24.8,36,6.0,0,0.0,2,0.3,385,64.1,11,1.8,17,2.8,1,0.2,0,0.0,,,
Network - AUSL,610340,Chicago Acad HS,517,105,20.3,101,19.5,0,0.0,2,0.4,280,54.2,8,1.5,21,4.1,0,0.0,0,0.0,,,
Network - AUSL,610499,Collins HS,433,0,0.0,425,98.2,0,0.0,0,0.0,5,1.2,2,0.5,0,0.0,0,0.0,1,0.2,,,
Network - AUSL,609900,Curtis,474,0,0.0,457,96.4,0,0.0,0,0.0,14,3.0,2,0.4,0,0.0,1,0.2,0,0.0,,,
Network - AUSL,609883,Deneen,549,4,0.7,535,97.4,0,0.0,0,0.0,7,1.3,3,0.5,0,0.0,0,0.0,0,0.0,,,
Network - AUSL,609888,Dodge,433,0,0.0,429,99.1,0,0.0,0,0.0,4,0.9,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - AUSL,610263,Dulles,528,1,0.2,518,98.1,0,0.0,0,0.0,4,0.8,1,0.2,0,0.0,1,0.2,3,0.6,,,
Network - AUSL,609971,Harvard,441,1,0.2,435,98.6,0,0.0,0,0.0,3,0.7,1,0.2,0,0.0,1,0.2,0,0.0,,,
Network - AUSL,610000,Howe,610,0,0.0,593,97.2,0,0.0,2,0.3,14,2.3,0,0.0,1,0.2,0,0.0,0,0.0,,,
Network - AUSL,610274,Johnson,402,0,0.0,397,98.8,0,0.0,0,0.0,3,0.7,0,0.0,0,0.0,0,0.0,2,0.5,,,
Network - AUSL,610257,Morton,355,0,0.0,339,95.5,0,0.0,1,0.3,15,4.2,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - AUSL,610231,Natl Teachers Acad,533,2,0.4,510,95.7,0,0.0,0,0.0,13,2.4,4,0.8,1,0.2,0,0.0,3,0.6,,,
Network - AUSL,610389,Orr Academy HS,676,3,0.4,587,86.8,0,0.0,1,0.1,74,10.9,11,1.6,0,0.0,0,0.0,0,0.0,,,
Network - AUSL,609727,Phillips HS,647,0,0.0,627,96.9,0,0.0,1,0.2,12,1.9,2,0.3,3,0.5,1,0.2,1,0.2,,,
Network - AUSL,610172,Sherman,440,0,0.0,430,97.7,0,0.00,0,0.0,7,1.6,1,0.2,0,0.0,0,0.0,2,0.5,,,
Network - AUSL,610543,Solorio HS,843,15,1.8,33,3.9,0,0.0,3,0.4,789,93.6,1,0.1,0,0.0,0,0.0,2,0.2,,,
Network - AUSL,610396,Tarkington,"1,073",4,0.4,221,20.6,0,0.0,9,0.8,825,76.9,11,1.0,1,0.1,0,0.0,2,0.2,,,
Network - Charter/Contract,400010,ACE Tech Chtr HS,482,12,2.5,334,69.3,0,0.0,11,2.3,114,23.7,10,2.1,0,0.0,0,0.0,1,0.2,,,
Network - Charter/Contract,400146,ACT Charter,81,0,0.0,79,97.5,0,0.0,0,0.0,2,2.5,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400012,Amandla Elementay Chrtr,311,1,0.3,304,97.7,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,4,1.3,,,
Network - Charter/Contract,400013,ASPIRA Chrt - Early College,511,6,1.2,13,2.5,0,0.0,3,0.6,483,94.5,1,0.2,2,0.4,0,0.0,3,0.6,,,
Network - Charter/Contract,400017,ASPIRA Chrt - Haugan,578,9,1.6,24,4.2,1,0.2,4,0.7,518,89.6,7,1.2,14,2.4,0,0.0,1,0.2,,,
Network - Charter/Contract,400015,ASPIRA Chrt - Ramirez,373,10,2.7,35,9.4,0,0.0,2,0.5,322,86.3,0,0.0,3,0.8,0,0.0,1,0.3,,,
Network - Charter/Contract,400019,Bronzeville LH Chrt,471,1,0.2,457,97.0,0,0.0,0,0.0,2,0.4,0,0.0,1,0.2,0,0.0,10,2.1,,,
Network - Charter/Contract,400020,Catalyst Chrt - Howland,498,0,0.0,495,99.4,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400115,Catalyst Chrt - Maria,557,5,0.9,252,45.2,0,0.0,4,0.7,255,45.8,1,0.2,0,0.0,0,0.0,40,7.2,,,
Network - Charter/Contract,400021,Catalyst Chtr -Circle Rock,529,0,0.0,470,88.8,0,0.0,1,0.2,2,0.4,2,0.4,0,0.0,1,0.2,53,10.0,,,
Network - Charter/Contract,400035,Chgo Math/Sci Chtr,598,22,3.7,166,27.8,0,0.0,4,0.7,339,56.7,12,2.0,54,9.0,1,0.2,0,0.0,,,
Network - Charter/Contract,400091,Chicago Adv Tech Acad HS,381,11,2.9,259,68.0,0,0.0,0,0.0,103,27.0,1,0.3,7,1.8,0,0.0,0,0.0,,,
Network - Charter/Contract,400022,Chicago Arts HS,583,70,12.0,310,53.2,2,0.3,1,0.2,145,24.9,23,3.9,6,1.0,0,0.0,26,4.5,,,
Network - Charter/Contract,400147,Chicago Excel Acad,86,0,0.0,85,98.8,0,0.0,0,0.0,1,1.2,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400093,Chicago Talent Dev HS,286,0,0.0,280,97.9,0,0.0,0,0.0,4,1.4,2,0.7,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400036,Chicago Virtual Chtr,602,106,17.6,303,50.3,19,3.2,2,0.3,88,14.6,32,5.3,40,6.6,1,0.2,11,1.8,,,
Network - Charter/Contract,400023,CICS - Avalon/So Shore,422,2,0.5,418,99.1,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400025,CICS - Bucktown,672,19,2.8,96,14.3,0,0.0,4,0.6,545,81.1,6,0.9,1,0.1,0,0.0,1,0.1,,,
Network - Charter/Contract,400113,CICS - Chgo Quest North,298,18,6.0,192,64.4,0,0.0,0,0.0,74,24.8,5,1.7,5,1.7,0,0.0,4,1.3,,,
Network - Charter/Contract,400032,CICS - Ellison,552,0,0.0,536,97.1,0,0.0,0,0.0,5,0.9,7,1.3,0,0.0,0,0.0,4,0.7,,,
Network - Charter/Contract,400108,CICS - Hawkins,371,0,0.0,363,97.8,0,0.0,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,4,1.1,,,
Network - Charter/Contract,400027,CICS - Irving Park,527,67,12.7,43,8.2,0,0.0,1,0.2,343,65.1,15,2.8,23,4.4,0,0.0,35,6.6,,,
Network - Charter/Contract,400092,CICS - Lloyd Bond,354,0,0.0,344,97.2,0,0.0,0,0.0,8,2.3,0,0.0,0,0.0,0,0.0,2,0.6,,,
Network - Charter/Contract,400033,CICS - Longwood,"1,412",1,0.1,"1,396",98.9,0,0.0,0,0.0,13,0.9,2,0.1,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400026,CICS - Loomis,587,0,0.0,533,90.8,0,0.0,0,0.0,9,1.5,1,0.2,1,0.2,0,0.0,43,7.3,,,
Network - Charter/Contract,400034,CICS - Northtown,865,172,19.9,60,6.9,1,0.1,3,0.3,488,56.4,14,1.6,122,14.1,4,0.5,1,0.1,,,
Network - Charter/Contract,400030,CICS - W. Belden,500,6,1.2,38,7.6,0,0.0,0,0.0,456,91.2,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400024,CICS- Basil,717,1,0.1,646,90.1,0,0.0,0,0.0,59,8.2,0,0.0,2,0.3,1,0.1,8,1.1,,,
Network - Charter/Contract,400028,CICS- Prairie,406,1,0.2,223,54.9,0,0.0,0,0.0,181,44.6,1,0.2,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400029,CICS- Washington,448,0,0.0,435,97.1,0,0.0,0,0.0,4,0.9,0,0.0,0,0.0,0,0.0,9,2.0,,,
Network - Charter/Contract,400031,CICS- Wrightwood,725,5,0.7,677,93.4,0,0.0,1,0.1,15,2.1,25,3.4,1,0.1,0,0.0,1,0.1,,,
Network - Charter/Contract,400038,Community Service West HS,160,0,0.0,153,95.6,0,0.0,0,0.0,5,3.1,2,1.3,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400094,EPIC Acad HS,487,3,0.6,295,60.6,0,0.0,2,0.4,177,36.3,7,1.4,0,0.0,0,0.0,3,0.6,,,
Network - Charter/Contract,400039,Erie Charter,414,8,1.9,80,19.3,0,0.0,0,0.0,315,76.1,8,1.9,3,0.7,0,0.0,0,0.0,,,
Network - Charter/Contract,400042,Ford Power House Chrt HS,360,1,0.3,342,95.0,0,0.0,0,0.0,12,3.3,0,0.0,0,0.0,0,0.0,5,1.4,,,
Network - Charter/Contract,400040,Frazier Prep Acad,441,1,0.2,403,91.4,0,0.0,0,0.0,5,1.1,0,0.0,0,0.0,0,0.0,32,7.3,,,
Network - Charter/Contract,400041,Galapagos Charter,365,1,0.3,346,94.8,0,0.0,0,0.0,12,3.3,0,0.0,0,0.0,0,0.0,6,1.6,,,
Network - Charter/Contract,400009,Globel Citizenship,296,31,10.5,19,6.4,0,0.0,1,0.3,239,80.7,3,1.0,0,0.0,0,0.0,3,1.0,,,
Network - Charter/Contract,400043,Hope Inst Learning Acad,379,13,3.4,308,81.3,0,0.0,2,0.5,29,7.7,4,1.1,4,1.1,0,0.0,19,5.0,,,
Network - Charter/Contract,400148,IJLA Charter HS,168,3,1.8,3,1.8,0,0.0,2,1.2,160,95.2,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400104,Instituto Health Acad HS,532,14,2.6,23,4.3,0,0.0,1,0.2,489,91.9,0,0.0,1,0.2,0,0.0,4,0.8,,,
Network - Charter/Contract,400044,KIPP Ascend Charter,665,1,0.2,619,93.1,0,0.0,2,0.3,33,5.0,2,0.3,0,0.0,0,0.0,8,1.2,,,
Network - Charter/Contract,400046,LEARN Chrt -  Butler,624,1,0.2,597,95.7,0,0.0,0,0.0,5,0.8,1,0.2,0,0.0,0,0.0,20,3.2,,,
Network - Charter/Contract,400048,LEARN Chrt - EXCEL,342,0,0.0,329,96.2,0,0.0,1,0.3,8,2.3,0,0.0,0,0.0,0,0.0,4,1.2,,,
Network - Charter/Contract,400111,LEARN Chrt - Hunter Perkins,315,0,0.0,230,73.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,84,26.7,,,
Network - Charter/Contract,400047,LEARN Chrt - North Lawndale,441,0,0.0,431,97.7,0,0.0,0,0.0,8,1.8,0,0.0,0,0.0,0,0.0,2,0.5,,,
Network - Charter/Contract,400107,LEARN Chrt - South Shore,344,1,0.3,283,82.3,0,0.00,1,0.3,31,9.0,2,0.6,0,0.0,0,0.0,26,7.6,,,
Network - Charter/Contract,400049,Legacy Charter,503,3,0.6,488,97.0,0,0.0,2,0.4,8,1.6,1,0.2,0,0.0,0,0.0,1,0.2,,,
Network - Charter/Contract,400119,Legal Prep Acad Chtr,196,0,0.0,192,98.0,0,0.0,0,0.0,3,1.5,0,0.0,0,0.0,0,0.0,1,0.5,,,
Network - Charter/Contract,400011,Locke A. Charter,588,3,0.5,576,98.0,0,0.0,0,0.0,6,1.0,3,0.5,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400116,Montessori Englewood Chtr,92,0,0.0,85,92.4,0,0.0,0,0.0,4,4.3,2,2.2,0,0.0,0,0.0,1,1.1,,,
Network - Charter/Contract,400050,Namaste Charter,465,42,9.0,21,4.5,0,0.0,1,0.2,382,82.2,2,0.4,6,1.3,1,0.2,10,2.2,,,
Network - Charter/Contract,400045,Nkrumah Academy,244,0,0.0,240,98.4,0,0.0,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,2,0.8,,,
Network - Charter/Contract,400052,Nobel St Chrt HS - Comer,812,0,0.0,763,94.0,0,0.0,1,0.1,32,3.9,15,1.8,0,0.0,0,0.0,1,0.1,,,
Network - Charter/Contract,400057,Nobel St ChrtHS - UIC College Prep,794,17,2.1,192,24.2,0,0.0,6,0.8,527,66.4,11,1.4,35,4.4,0,0.0,6,0.8,,,
Network - Charter/Contract,400117,Noble St - Auburn-Grensham,257,0,0.0,247,96.1,0,0.0,0,0.0,8,3.1,1,0.4,1,0.4,0,0.0,0,0.0,,,
Network - Charter/Contract,400118,Noble St - Homan Square,228,3,1.3,192,84.2,0,0.0,0,0.0,28,12.3,2,0.9,0,0.0,0,0.0,3,1.3,,,
Network - Charter/Contract,400106,Noble St Chrt - Englewood HS,609,0,0.0,588,96.6,0,0.0,0,0.0,17,2.8,4,0.7,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400097,Noble St Chrt HS - Chgo Bulls College,"1,029",8,0.8,314,30.5,0,0.0,4,0.4,680,66.1,12,1.2,6,0.6,1,0.1,4,0.4,,,
Network - Charter/Contract,400056,Noble St Chrt HS - Clark,626,7,1.1,414,66.1,0,0.0,2,0.3,188,30.0,12,1.9,3,0.5,0,0.0,0,0.0,,,
Network - Charter/Contract,400053,Noble St Chrt HS - Golder,601,21,3.5,66,11.0,0,0.0,3,0.5,509,84.7,0,0.0,1,0.2,1,0.2,0,0.0,,,
Network - Charter/Contract,400054,Noble St Chrt HS - Prtizker,805,6,0.7,17,2.1,0,0.0,4,0.5,772,95.9,3,0.4,3,0.4,0,0.0,0,0.0,,,
Network - Charter/Contract,400055,Noble St Chrt HS - Rauner,629,8,1.3,57,9.1,0,0.0,6,1.0,546,86.8,8,1.3,4,0.6,0,0.0,0,0.0,,,
Network - Charter/Contract,400051,Noble St Chrt Hs -College Prep,615,17,2.8,76,12.4,0,0.0,4,0.7,511,83.1,2,0.3,5,0.8,0,0.0,0,0.0,,,
Network - Charter/Contract,400098,Noble St Chrt HS- Muchin,862,24,2.8,271,31.4,1,0.1,4,0.5,485,56.3,3,0.3,48,5.6,0,0.0,26,3.0,,,
Network - Charter/Contract,400059,North Lawndale Chrt - Collins,419,0,0.0,412,98.3,0,0.0,0,0.0,5,1.2,0,0.0,0,0.0,0,0.0,2,0.5,,,
Network - Charter/Contract,400058,North Lawndale Chrt -Christiana,454,0,0.0,443,97.6,0,0.0,0,0.0,7,1.5,1,0.2,0,0.0,1,0.2,2,0.4,,,
Network - Charter/Contract,400060,Passages Chrt,421,23,5.5,213,50.6,2,0.5,4,1.0,75,17.8,24,5.7,73,17.3,3,0.7,4,1.0,,,
Network - Charter/Contract,400064,Perspectives Chrt  - Joslin,366,10,2.7,243,66.4,0,0.0,0,0.0,100,27.3,4,1.1,5,1.4,1,0.3,3,0.8,,,
Network - Charter/Contract,400062,Perspectives Chrt - Cal Tech HS,521,1,0.2,515,98.8,0,0.0,0,0.0,2,0.4,2,0.4,0,0.0,0,0.0,1,0.2,,,
Network - Charter/Contract,400061,Perspectives Chrt - Calumet HS,808,0,0.0,793,98.1,0,0.0,0,0.0,8,1.0,5,0.6,0,0.0,0,0.0,2,0.2,,,
Network - Charter/Contract,400066,Perspectives Chrt - ITT Math/Science,559,6,1.1,522,93.4,1,0.2,0,0.0,14,2.5,10,1.8,1,0.2,0,0.0,5,0.9,,,
Network - Charter/Contract,400068,Plato Learning Acad,468,0,0.0,467,99.8,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400069,Polaris Charter Acad,391,0,0.0,354,90.5,0,0.0,0,0.0,34,8.7,0,0.0,0,0.0,0,0.0,3,0.8,,,
Network - Charter/Contract,400109,Prologue Chrt - Johnston HS,251,0,0.0,246,98.0,0,0.0,0,0.0,4,1.6,1,0.4,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400070,Prologue Early College HS,228,5,2.2,191,83.8,0,0.0,0,0.0,28,12.3,2,0.9,0,0.0,0,0.0,2,0.9,,,
Network - Charter/Contract,400071,Providence-Englewood Chrt,455,0,0.0,411,90.3,0,0.0,0,0.0,9,2.0,2,0.4,0,0.0,0,0.0,33,7.3,,,
Network - Charter/Contract,400096,Rowe,484,14,2.9,74,15.3,0,0.0,2,0.4,382,78.9,6,1.2,2,0.4,0,0.0,4,0.8,,,
Network - Charter/Contract,400072,Shabazz Charter,300,0,0.0,264,88.0,0,0.0,0,0.0,2,0.7,2,0.7,0,0.0,0,0.0,32,10.7,,,
Network - Charter/Contract,400073,Shabazz Chrt - DuSable,333,1,0.3,325,97.6,0,0.0,0,0.0,4,1.2,0,0.0,0,0.0,0,0.0,3,0.9,,,
Network - Charter/Contract,400074,Shabazz Chrt - Sizmore,307,0,0.0,285,92.8,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,20,6.5,,,
Network - Charter/Contract,400075,U Of C Chrt - Donoghue,490,2,0.4,471,96.1,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,15,3.1,,,
Network - Charter/Contract,400076,U Of C Chrt - North Kenwood,331,5,1.5,316,95.5,0,0.0,0,0.0,3,0.9,2,0.6,0,0.0,0,0.0,5,1.5,,,
Network - Charter/Contract,400077,U Of C Chrt - Woodlawn,607,2,0.3,594,97.9,0,0.0,0,0.0,4,0.7,2,0.3,0,0.0,1,0.2,4,0.7,,,
Network - Charter/Contract,400078,U of C Chrt - Woodson,385,0,0.0,372,96.6,0,0.0,0,0.0,3,0.8,4,1.0,0,0.0,0,0.0,6,1.6,,,
Network - Charter/Contract,400112,UNO Charter - 51st Homan,574,4,0.7,1,0.2,0,0.0,4,0.7,557,97.0,0,0.0,0,0.0,0,0.0,8,1.4,,,
Network - Charter/Contract,400101,UNO Charter - Gage Park,574,1,0.2,2,0.3,0,0.0,1,0.2,566,98.6,0,0.0,0,0.0,0,0.0,4,0.7,,,
Network - Charter/Contract,400085,UNO Charter - Major Garcia,636,6,0.9,2,0.3,0,0.0,4,0.6,618,97.2,0,0.0,2,0.3,1,0.2,3,0.5,,,
Network - Charter/Contract,400089,UNO Charter - Marquez,576,0,0.0,5,0.9,0,0.0,1,0.2,544,94.4,0,0.0,0,0.0,0,0.0,26,4.5,,,
Network - Charter/Contract,400114,UNO Charter - St Marks,270,2,0.7,18,6.7,0,0.0,1,0.4,248,91.9,0,0.0,0,0.0,0,0.0,1,0.4,,,
Network - Charter/Contract,400082,UNO Chrt - Fuentes,562,3,0.5,1,0.2,0,0.0,1,0.2,540,96.1,3,0.5,4,0.7,0,0.0,10,1.8,,,
Network - Charter/Contract,400081,UNO Chrt - Las Casas,288,0,0.0,1,0.3,0,0.0,0,0.0,284,98.6,1,0.3,0,0.0,0,0.0,2,0.7,,,
Network - Charter/Contract,400083,UNO Chrt - Paz Interm,445,2,0.4,46,10.3,0,0.0,1,0.2,384,86.3,0,0.0,0,0.0,0,0.0,12,2.7,,,
Network - Charter/Contract,400080,UNO Chrt - PFC Torres,635,4,0.6,7,1.1,0,0.0,1,0.2,607,95.6,1,0.2,0,0.0,0,0.0,15,2.4,,,
Network - Charter/Contract,400079,UNO Chrt - SPC Zizumbo,638,8,1.3,1,0.2,0,0.0,3,0.5,577,90.4,0,0.0,2,0.3,0,0.0,47,7.4,,,
Network - Charter/Contract,400084,UNO Chrt - Tamayo,288,3,1.0,0,0.0,0,0.0,0,0.0,285,99.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
Network - Charter/Contract,400120,UNO Chtr - Near West,555,8,1.4,30,5.4,0,0.0,0,0.0,509,91.7,2,0.4,0,0.0,0,0.0,6,1.1,,,
Network - Charter/Contract,400121,UNO Chtr - Northside,486,4,0.8,36,7.4,0,0.0,3,0.6,433,89.1,1,0.2,8,1.6,0,0.0,1,0.2,,,
Network - Charter/Contract,400102,Urban Prep Acad - E Garfield HS,430,0,0.0,403,93.7,0,0.0,0,0.0,7,1.6,3,0.7,0,0.0,0,0.0,17,4.0,,,
Network - Charter/Contract,400105,Urban Prep Acad - So Shore HS,405,0,0.0,392,96.8,0,0.0,0,0.0,7,1.7,2,0.5,0,0.0,0,0.0,4,1.0,,,
Network - Charter/Contract,400086,Urban Prep Chtr HS,496,0,0.0,424,85.5,0,0.0,0,0.0,2,0.4,4,0.8,0,0.0,0,0.0,66,13.3,,,
Network - Charter/Contract,400087,Yng Women Ldrshp Chrt,355,18,5.1,278,78.3,0,0.0,2,0.6,31,8.7,6,1.7,0,0.0,0,0.0,20,5.6,,,
Network - Charter/Contract,609686,Youth Connect Chrt,"4,064",59,1.5,"2,987",73.5,3,0.1,6,0.1,962,23.7,30,0.7,10,0.2,2,0.0,5,0.1,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Dsitrict Totals,,,"403,461","36,415",9.0,"163,595",40.5,111,0.03,"1,409",0.3,"180,274",44.7,"4,310",1.1,"13,581",3.4,530,0.1,"3,236",0.8,,,